"Inches","Ram","Weight","Price","CpuType","HasSSD","GroupedOpSys"
17.3,32,4.7,3390.28320080872,"i7","SSD","Windows"
15.6,8,2.5,737.321230818555,"i5","SSD","Windows"
15.6,8,7.2,513.335939659727,"i3","SSD","Windows"
17.3,8,2.1,997.911122088943,"i7","SSD","Windows"
15.6,8,2.56,766.081988049067,"i5","SSD","Windows"
13.9,8,1.38,940.389607627921,"i7","SSD","Windows"
15.6,8,2.2,858.46502642586,"i7","SSD","Windows"
15.6,8,2.04,487.189796722899,"i5","NoSSD","Windows"
17.3,16,3.6,2613.74275558493,"i7","SSD","Windows"
13.3,4,1.49,588.288216078635,"i5","NoSSD","Windows"
13.3,8,1.37,1777.93771970432,"i5","SSD","Mac"
15.6,8,2.08,713.78970217541,"i7","NoSSD","Windows"
17.3,16,4.3,1567.8970381118,"i7","SSD","Windows"
13.9,8,1.37,1611.47394300651,"i7","SSD","Windows"
17.3,4,3,611.81974472178,"i3","SSD","Windows"
13.3,8,1.41,827.089654901666,"i5","SSD","Windows"
17.3,16,2.9,922.958845670036,"i7","NoSSD","Windows"
17.3,16,4.14,2177.97370663779,"i7","SSD","Windows"
15.6,8,2,1480.74322832237,"i7","SSD","Windows"
17.3,8,2.8,995.296507795261,"i7","SSD","Windows"
15.6,4,2.1,629.250506679666,"i5","NoSSD","Windows"
15.6,4,2.18,572.600530316538,"i5","NoSSD","Windows"
15.6,8,2.24,492.419025310265,"i5","NoSSD","Windows"
15.6,8,2.67,696.358940217525,"i5","SSD","Windows"
13.3,8,4.1,1306.43560874352,"i7","SSD","Windows"
17.3,8,2.5,887.225783656371,"i7","NoSSD","Windows"
15.6,8,2.05,766.953526146961,"i7","SSD","Windows"
13.3,8,1.37,1707.25597996509,"i5","SSD","Mac"
15.6,8,2.14,640.641509619144,"i7","SSD","Linux"
14,16,1.36,2177.97370663779,"i7","SSD","Windows"
15.6,8,2.2,707.68893549015,"i7","NoSSD","Windows"
15.6,12,2.3,621.46767146547,"i7","NoSSD","Windows"
17.3,8,2.8,957.820369585807,"i7","SSD","Linux"
15.6,8,2.2,649.295882931234,"i7","NoSSD","Windows"
17.3,4,2.8,426.1821298703,"i3","NoSSD","Windows"
17.3,6,2.8,748.651226091181,"i7","SSD","Windows"
15.6,4,2.25,373.018305898749,"i3","NoSSD","Linux"
15.6,8,2.5,722.505083154353,"i5","SSD","Windows"
15.6,6,2.2,504.620558680784,"i5","SSD","Windows"
15.6,8,3,828.832731097454,"i7","SSD","Windows"
15.6,12,2.15,574.343606512326,"i7","NoSSD","Windows"
15.6,8,1.95,956.077293390018,"i7","SSD","Windows"
15.6,8,1.7,851.492721642705,"i5","SSD","Windows"
15.6,16,2.5,1027.54341741735,"i7","SSD","Windows"
17.3,8,3,1034.5157222005,"i7","NoSSD","Windows"
17.3,8,2.54,426.1821298703,"i3","NoSSD","Windows"
15.6,8,2,1594.04318104863,"i7","SSD","Windows"
15.6,8,2.05,644.066654343868,"i5","SSD","Windows"
15.6,8,3.2,1132.12798916466,"i7","NoSSD","Windows"
15.6,8,2.5,853.235797838494,"i7","SSD","Linux"
17.3,16,3.42,2514.26539709127,"i7","SSD","Windows"
15.6,16,1.63,1279.41792770879,"i7","SSD","Windows"
14,4,1.3,443.612891828185,"i3","SSD","Windows"
17.3,16,2.9,1849.40384373165,"i7","SSD","Windows"
17.3,6,5.8,565.628225533384,"i5","NoSSD","Windows"
15.6,8,2.5,1102.49569383626,"i7","SSD","Windows"
13.3,16,1.28,1721.28774334119,"i7","SSD","Windows"
15.6,8,2.2,909.014236103728,"i7","SSD","Windows"
15.6,8,2.3,713.78970217541,"i5","SSD","Windows"
15.6,4,1.86,408.751367912414,"i3","NoSSD","Windows"
13.3,8,1.1,870.666559796379,"i5","SSD","Windows"
13.3,16,1.21,2177.97370663779,"i7","SSD","Windows"
15.6,16,2.8,1829.35846748008,"i7","SSD","Windows"
15.6,8,2.33,735.578154622767,"i5","SSD","Windows"
13.3,16,1.29,2134.39680174308,"i7","SSD","Windows"
14,8,1.95,854.107335936388,"i5","SSD","Windows"
14,8,1.48,1126.0272224794,"i7","SSD","Windows"
17.3,4,2.79,513.335939659727,"i5","NoSSD","Windows"
14,8,2,953.462679096335,"i7","SSD","Windows"
15.6,8,2.1,786.127364300635,"i7","NoSSD","Windows"
15.6,6,8.23,478.474415743956,"i5","NoSSD","Windows"
15.6,8,1.7,915.027848979198,"i7","SSD","Windows"
12.5,8,1.26,1163.50336068886,"i7","SSD","Windows"
15.6,32,2.06,2299.98904034299,"i7","SSD","Windows"
17.3,8,2.7,1044.97417937523,"i7","SSD","Windows"
15.6,8,2,821.8604263143,"i5","SSD","Windows"
14,8,2,1162.63182259096,"i7","SSD","Windows"
15.6,4,1.85,391.320605954529,"i3","NoSSD","Windows"
15.6,8,2.5,870.666559796379,"i7","SSD","Windows"
14,8,1.48,1105.11030812994,"i5","SSD","Windows"
15.6,8,1.84,997.039583991049,"i5","SSD","Windows"
15.6,8,2,995.950161368681,"i5","SSD","Windows"
15.6,8,2.1,624.0212780923,"i3","NoSSD","Windows"
13.9,16,1.4,1829.35846748008,"i7","SSD","Windows"
13.3,8,1.2,1376.15865657506,"i7","SSD","Windows"
15.6,16,2.4,983.966512522635,"i7","SSD","Windows"
15.6,16,1.88,1401.39839989008,"i7","SSD","Windows"
15.6,8,2e-04,577.829758903903,"i5","NoSSD","Windows"
15.6,8,1.84,1136.48567965413,"i7","SSD","Windows"
17.3,8,2.7,1227.99717993303,"i7","SSD","Windows"
15.6,8,2.6,1514.96852942668,"i7","SSD","Windows"
15.6,16,2.4,1222.76795134567,"i7","SSD","Windows"
15.6,8,2.02,846.17633924555,"i7","SSD","Windows"
15.6,8,2.65,870.666559796379,"i5","NoSSD","Windows"
15.6,8,2.36,485.769189623331,"i5","NoSSD","Windows"
14,8,1.36,1243.68486569513,"i5","SSD","Windows"
15.6,4,1.86,382.605224975586,"i3","NoSSD","Windows"
14,8,2,823.603502510089,"i5","SSD","Windows"
17.3,6,2.8,626.635892385983,"i5","SSD","Windows"
15.6,8,1.86,556.912844554441,"i5","NoSSD","Windows"
17.3,8,2.8,945.618836215287,"i5","SSD","Windows"
15.6,8,2.33,783.512750006952,"i7","SSD","Windows"
14,8,1.36,1525.19167131498,"i7","SSD","Windows"
15.6,12,2.26,957.820369585807,"i7","SSD","Windows"
13.3,8,1.62,757.375322451103,"i7","SSD","Windows"
15.6,8,2.4,737.321230818555,"i7","NoSSD","Linux"
17.3,8,3.35,1038.00187459208,"i7","SSD","Windows"
15.6,8,2.3,1442.39555201502,"i7","SSD","Windows"
14,8,1.5,957.820369585807,"i5","SSD","Windows"
13.3,16,1.1,1524.2329794073,"i7","SSD","Windows"
14,8,1.13,1988.84993939473,"i7","SSD","Windows"
13.3,4,1.5,478.474415743956,"i3","SSD","Windows"
15.6,8,2.23,1193.13565601726,"i5","NoSSD","Windows"
15.6,8,2,1860.73383900427,"i7","SSD","Windows"
14,16,1.42,2186.68908761673,"i7","SSD","Windows"
17.3,8,3,905.52808371215,"i7","NoSSD","Windows"
17.3,16,3,1386.61711374979,"i7","SSD","Windows"
15.6,12,2.2,604.838724557647,"i5","NoSSD","Windows"
17.3,8,2.7,1175.70489405938,"i7","SSD","Windows"
15.6,8,2.33,678.814878306913,"i7","SSD","Linux"
15.6,8,2.1,1071.60838364688,"i7","SSD","Windows"
14,8,1.9,817.502735824829,"i5","SSD","Windows"
15.6,8,1.78,2363.61132148927,"i7","SSD","Windows"
14,16,1.13,2287.78750697247,"i7","SSD","Windows"
17.3,16,2.9,1332.58175168034,"i7","SSD","Windows"
25.6,8,2.1,997.475353039996,"i5","SSD","Windows"
15.6,8,2.5,766.081988049067,"i7","SSD","Linux"
17.3,16,2.8,1960.08918216422,"i7","SSD","Windows"
14,8,1.1,1632.39085735597,"i7","SSD","Windows"
13.3,16,1.2,1522.5770570213,"i7","SSD","Windows"
14,8,1.36,1464.18400446238,"i7","SSD","Windows"
35.6,4,2.2,356.459082038758,"i3","NoSSD","Windows"
15.6,8,2.67,1677.71083844648,"i7","SSD","Windows"
14,8,1.7,1693.39852420857,"i7","SSD","Windows"
15.6,4,2.1,408.751367912414,"i3","NoSSD","Windows"
13.3,8,1.6,687.652274619561,"i7","SSD","Windows"
13.3,8,1.27,808.787354845886,"i5","SSD","Windows"
15.6,4,2.3,521.96416682888,"i5","SSD","Linux"
13.3,4,1.65,600.489749449154,"i3","SSD","Windows"
14,8,1.43,1307.30714684141,"i7","SSD","Windows"
15.6,8,2.14,470.586995958013,"i5","NoSSD","Windows"
14,8,1.75,1059.24997341874,"i7","SSD","Windows"
15.6,16,2,1655.05084790123,"i7","SSD","Windows"
15.6,8,2.31,1243.68486569513,"i7","SSD","Windows"
35.6,8,2.3,520.308244442881,"i3","NoSSD","Linux"
27.3,16,4.42,2439.43513600607,"i7","SSD","Windows"
15.6,8,2.62,1010.11265545946,"i7","SSD","Windows"
15.6,8,2.02,995.645123034418,"i7","SSD","Windows"
14,8,1.6,957.820369585807,"i7","SSD","Linux"
17.3,12,3.35,1742.20465769065,"i7","SSD","Windows"
13.3,8,1.4,880.253478873217,"i7","SSD","Windows"
14,4,1.7,522.05132063867,"i3","SSD","Windows"
15.6,16,2.3,2130.9106493515,"i7","SSD","Windows"
15.6,16,2.5,2134.39680174308,"i7","SSD","Windows"
24,24,1.32,2076.00374918416,"i7","SSD","Windows"
15.6,4,2,487.189796722899,"i5","SSD","Linux"
15.6,4,2.2,652.782035322811,"i5","SSD","Windows"
12.5,8,1.36,1245.42794189092,"i5","SSD","Windows"
15.6,8,2.2,957.820369585807,"i7","SSD","Windows"
14,8,1.64,1027.54341741735,"i5","SSD","Windows"
15.6,4,2.4,385.04553164969,"i5","NoSSD","Linux"
15.6,8,2.2,895.714564729861,"i5","SSD","Windows"
13.5,16,1.25,2256.41213544827,"i7","SSD","Windows"
15.6,8,1.91,513.335939659727,"i5","SSD","Windows"
15.6,16,2.17,1721.28774334119,"i7","SSD","Windows"
15.6,8,2.31,1336.93944216982,"i7","SSD","Windows"
14,8,1.65,1172.2187416678,"i5","SSD","Windows"
15.6,8,2.36,853.235797838494,"i7","SSD","Windows"
17.3,8,4.42,1783.16694829168,"i7","NoSSD","Windows"
33.5,8,1.25,1567.8970381118,"i7","SSD","Windows"
17.3,8,2.5,557.697228842546,"i3","SSD","Windows"
15.6,4,2.23,474.116725254485,"i3","NoSSD","Windows"
15.6,8,2.37,652.782035322811,"i5","NoSSD","Windows"
15.6,8,2.67,1821.51462459903,"i7","SSD","Windows"
15.6,4,2.2,408.751367912414,"i3","NoSSD","Windows"
15.6,8,2.02,661.497416301754,"i5","NoSSD","Windows"
17.3,12,3.78,1480.74322832237,"i7","NoSSD","Windows"
14,12,1.4,1619.31778588756,"i7","SSD","Windows"
13.3,8,1.29,1742.20465769065,"i7","SSD","Windows"
15.6,8,1.9,1005.75496496999,"i5","NoSSD","Windows"
13.3,8,1.42,1605.24244560657,"i5","SSD","Windows"
15.6,12,2.06,1132.12798916466,"i7","SSD","Windows"
14,8,1.79,644.938192441762,"i3","SSD","Windows"
14,8,1.7,1188.77796552779,"i5","SSD","Windows"
13.3,8,1.05,1457.21169967923,"i5","SSD","Windows"
15.6,8,2.16,1099.88107954257,"i7","SSD","Windows"
15.6,4,2.18,511.244248224781,"i3","NoSSD","Windows"
13.3,4,1.49,632.736659071243,"i5","SSD","Windows"
15.6,4,2.3,492.419025310265,"i3","SSD","Windows"
14,8,1.75,914.243464691093,"i5","SSD","Windows"
15.6,16,2.17,2037.65607287681,"i7","SSD","Windows"
15.6,16,2.06,1655.05084790123,"i7","SSD","Windows"
12.5,16,1.36,1567.0255000139,"i7","SSD","Windows"
12.5,16,0.91,1699.49929089383,"i7","SSD","Windows"
15.6,8,2.3,881.987839688026,"i5","SSD","Windows"
13.3,32,1.05,2439.43513600607,"i7","SSD","Windows"
15.6,8,1.99,1176.57643215727,"i7","SSD","Windows"
17.3,24,4.33,1105.98184622783,"i7","SSD","Windows"
12.5,8,1.3,957.820369585807,"i5","SSD","Windows"
15.6,8,2.17,783.425596197163,"i7","SSD","Windows"
14,8,1.48,1524.32013321708,"i7","SSD","Windows"
13.3,8,1.4,827.089654901666,"i3","SSD","Windows"
15.6,8,2.3,793.971207181683,"i5","SSD","Windows"
15.6,8,1.91,539.473367215576,"i5","SSD","Windows"
13.9,8,1.4,1393.58941853294,"i5","SSD","Windows"
13.3,8,1.44,827.089654901666,"i5","SSD","Windows"
15.6,8,2,1066.76263182259,"i7","SSD","Windows"
15.6,4,2.2,534.25285400919,"i5","NoSSD","Windows"
13.3,8,1.34,1153.04490351412,"i7","SSD","Windows"
13.3,8,1.29,783.512750006952,"i5","SSD","Windows"
15.6,4,2.2,556.912844554441,"i7","NoSSD","Windows"
15.6,8,2.18,728.605849839613,"i5","NoSSD","Windows"
15.6,16,2.2,1062.61411047661,"i7","SSD","Windows"
15.6,4,2.04,454.480971908927,"i5","NoSSD","Windows"
15.6,24,2.24,2586.7250745502,"i7","SSD","Windows"
15.6,8,2.04,774.797369028009,"i5","SSD","Windows"
17.3,16,3,1310.79329923299,"i7","SSD","Windows"
15.6,8,3.2,1219.28179895409,"i7","SSD","Windows"
13.3,8,1.32,1219.28179895409,"i7","SSD","Windows"
14,8,1.64,1115.33345001824,"i5","SSD","Windows"
15.6,4,1.63,600.489749449154,"i3","SSD","Windows"
17.3,8,2.8,774.797369028009,"i5","SSD","Linux"
24,8,2.02,1167.86105117833,"i5","SSD","Windows"
15.6,4,2.2,696.358940217525,"i7","NoSSD","Windows"
15.6,4,2.3,509.84978726815,"i5","NoSSD","Windows"
15.6,8,1.9,1200.10796080041,"i5","SSD","Windows"
17.3,16,4.42,2625.74383519293,"i7","SSD","Windows"
15.6,8,2,749.522764189075,"i5","NoSSD","Windows"
15.6,8,2,1132.12798916466,"i7","SSD","Windows"
15.6,8,2.3,1437.16632342766,"i5","SSD","Windows"
15.6,8,1.93,1193.13565601726,"i7","SSD","Windows"
15.6,8,2.2,694.973194641873,"i5","SSD","Windows"
17.3,12,2.62,1567.8970381118,"i7","NoSSD","Windows"
14,8,1.87,748.651226091181,"i7","SSD","Windows"
13.3,8,1.2,1219.28179895409,"i7","SSD","Windows"
14,4,1.6,641.338740097459,"i3","SSD","Windows"
13.3,8,1.34,997.911122088943,"i7","SSD","Windows"
15.6,8,2.4,695.48740211963,"i5","NoSSD","Linux"
15.6,4,2.1,614.87012806441,"i3","SSD","Windows"
14,4,1.87,684.157406847005,"i5","NoSSD","Windows"
15.6,4,1.86,346.000624864027,"i3","NoSSD","Windows"
15.6,8,1.99,1506.8893712592,"i7","SSD","Windows"
15.6,4,2.2,434.897510849243,"i3","SSD","Windows"
15.6,8,1.9,973.499339966925,"i5","SSD","Windows"
17.3,16,4.42,2352.28132621664,"i7","SSD","Windows"
17.3,8,2.65,474.247455969169,"i3","NoSSD","Windows"
17.3,8,2.63,1115.56876530467,"i7","NoSSD","Windows"
17.3,6,2.8,827.089654901666,"i7","SSD","Windows"
15.6,4,2.18,538.523390688872,"i3","NoSSD","Windows"
15.6,4,2.05,549.069001673392,"i3","SSD","Windows"
17.3,8,3.4,2613.74275558493,"i7","SSD","Windows"
15.6,8,2.5,731.220464133296,"i5","SSD","Windows"
13.3,8,1.21,1393.58941853294,"i5","SSD","Windows"
15.6,4,1.93,835.805035880608,"i5","NoSSD","Windows"
14,4,2.02,862.822716915331,"i5","NoSSD","Windows"
17.3,8,3.14,1621.92368480026,"i5","NoSSD","Windows"
15.6,8,2.3,723.376621252247,"i5","SSD","Windows"
15.6,4,2.05,597.003597057578,"i5","NoSSD","Windows"
14,16,1.24,1625.41855257282,"i7","SSD","Windows"
17.3,32,4.6,2320.90595469245,"i7","SSD","Windows"
17.3,16,4.14,2378.42746915347,"i7","SSD","Windows"
15.6,8,2.2,652.79075070379,"i7","SSD","Linux"
15.6,8,1.9,878.963602488333,"i5","NoSSD","Windows"
13.3,4,1.49,626.635892385983,"i3","SSD","Windows"
15.6,16,1.93,1339.89395632168,"i7","SSD","Windows"
17.3,16,4.5,2047.24299195365,"i7","SSD","Windows"
17.3,16,3.78,1305.56407064562,"i7","SSD","Windows"
14,12,8.4,1458.08323777712,"i7","SSD","Windows"
15.6,12,2.2,530.766701617613,"i7","NoSSD","Windows"
17.3,8,2.73,1542.62243327286,"i5","SSD","Windows"
15.6,8,2.2,644.066654343868,"i5","NoSSD","Windows"
15.6,16,2.5,1480.74322832237,"i7","SSD","Windows"
15.6,8,2.29,400.035986933472,"i3","NoSSD","Windows"
